,feature,window_size,rmse,run
0,FIRE_Acres_Burned,1,2.686276435852051,0
1,FIRE_Acres_Burned,1,2.680755853652954,1
2,FIRE_Acres_Burned,1,2.6806182861328125,2
3,FIRE_Acres_Burned,1,2.6618807315826416,3
4,FIRE_Acres_Burned,1,2.637530565261841,4
5,FIRE_Acres_Burned,1,2.6552045345306396,5
6,FIRE_Acres_Burned,1,2.652224063873291,6
7,FIRE_Acres_Burned,1,2.6587178707122803,7
8,FIRE_Acres_Burned,1,2.6824843883514404,8
9,FIRE_Acres_Burned,1,2.634326219558716,9
10,FIRE_Acres_Burned,1,2.6752822399139404,10
11,FIRE_Acres_Burned,1,2.66359543800354,11
12,FIRE_Acres_Burned,1,2.7030014991760254,12
13,FIRE_Acres_Burned,1,2.69889497756958,13
14,FIRE_Acres_Burned,1,2.668649673461914,14
15,FIRE_Acres_Burned,1,2.6606197357177734,15
16,FIRE_Acres_Burned,1,2.6793253421783447,16
17,FIRE_Acres_Burned,1,2.6741786003112793,17
18,FIRE_Acres_Burned,1,2.6412858963012695,18
19,FIRE_Acres_Burned,1,2.6957509517669678,19
20,FIRE_Acres_Burned,1,2.6409265995025635,20
21,FIRE_Acres_Burned,1,2.644655466079712,21
22,FIRE_Acres_Burned,1,2.677499771118164,22
23,FIRE_Acres_Burned,1,2.6577742099761963,23
24,FIRE_Acres_Burned,1,2.7228875160217285,24
25,FIRE_Acres_Burned,1,2.675039291381836,25
26,FIRE_Acres_Burned,1,2.6570026874542236,26
27,FIRE_Acres_Burned,1,2.674787759780884,27
28,FIRE_Acres_Burned,1,2.679199457168579,28
29,FIRE_Acres_Burned,1,2.642064332962036,29
30,FIRE_Acres_Burned,1,2.651414155960083,30
31,FIRE_Acres_Burned,1,2.646543025970459,31
32,FIRE_Acres_Burned,1,2.7092955112457275,32
33,FIRE_Acres_Burned,1,2.6684060096740723,33
34,FIRE_Acres_Burned,1,2.6902928352355957,34
35,FIRE_Acres_Burned,1,2.632270097732544,35
36,FIRE_Acres_Burned,1,2.6892030239105225,36
37,FIRE_Acres_Burned,1,2.6827785968780518,37
38,FIRE_Acres_Burned,1,2.626835346221924,38
39,FIRE_Acres_Burned,1,2.678718328475952,39
40,FIRE_Acres_Burned,1,2.662707567214966,40
41,FIRE_Acres_Burned,1,2.6676828861236572,41
42,FIRE_Acres_Burned,1,2.656679630279541,42
43,FIRE_Acres_Burned,1,2.6736762523651123,43
44,FIRE_Acres_Burned,1,2.671567678451538,44
45,FIRE_Acres_Burned,1,2.647149085998535,45
46,FIRE_Acres_Burned,1,2.6788065433502197,46
47,FIRE_Acres_Burned,1,2.622577667236328,47
48,FIRE_Acres_Burned,1,2.6448311805725098,48
49,FIRE_Acres_Burned,1,2.613028049468994,49
50,FIRE_Acres_Burned,4,1.931242823600769,0
51,FIRE_Acres_Burned,4,2.0082879066467285,1
52,FIRE_Acres_Burned,4,1.908754825592041,2
53,FIRE_Acres_Burned,4,2.151998996734619,3
54,FIRE_Acres_Burned,4,2.2479827404022217,4
55,FIRE_Acres_Burned,4,1.8450826406478882,5
56,FIRE_Acres_Burned,4,2.6357181072235107,6
57,FIRE_Acres_Burned,4,2.2011630535125732,7
58,FIRE_Acres_Burned,4,2.2981574535369873,8
59,FIRE_Acres_Burned,4,2.3401503562927246,9
60,FIRE_Acres_Burned,4,2.089198350906372,10
61,FIRE_Acres_Burned,4,2.043811798095703,11
62,FIRE_Acres_Burned,4,2.2356410026550293,12
63,FIRE_Acres_Burned,4,1.9089983701705933,13
64,FIRE_Acres_Burned,4,2.2979655265808105,14
65,FIRE_Acres_Burned,4,2.1727185249328613,15
66,FIRE_Acres_Burned,4,2.26993465423584,16
67,FIRE_Acres_Burned,4,1.9660130739212036,17
68,FIRE_Acres_Burned,4,2.355128765106201,18
69,FIRE_Acres_Burned,4,2.1369211673736572,19
70,FIRE_Acres_Burned,4,2.769744396209717,20
71,FIRE_Acres_Burned,4,2.126952886581421,21
72,FIRE_Acres_Burned,4,2.2791833877563477,22
73,FIRE_Acres_Burned,4,2.2946157455444336,23
74,FIRE_Acres_Burned,4,2.200464963912964,24
75,FIRE_Acres_Burned,4,1.991020917892456,25
76,FIRE_Acres_Burned,4,2.5054843425750732,26
77,FIRE_Acres_Burned,4,2.2766411304473877,27
78,FIRE_Acres_Burned,4,2.250059127807617,28
79,FIRE_Acres_Burned,4,2.0632381439208984,29
80,FIRE_Acres_Burned,4,2.358992099761963,30
81,FIRE_Acres_Burned,4,2.113737106323242,31
82,FIRE_Acres_Burned,4,1.9918123483657837,32
83,FIRE_Acres_Burned,4,2.1467928886413574,33
84,FIRE_Acres_Burned,4,2.0144238471984863,34
85,FIRE_Acres_Burned,4,2.159213066101074,35
86,FIRE_Acres_Burned,4,2.235748052597046,36
87,FIRE_Acres_Burned,4,2.186803102493286,37
88,FIRE_Acres_Burned,4,2.018047332763672,38
89,FIRE_Acres_Burned,4,2.3507213592529297,39
90,FIRE_Acres_Burned,4,2.553776979446411,40
91,FIRE_Acres_Burned,4,1.945632815361023,41
92,FIRE_Acres_Burned,4,2.175666570663452,42
93,FIRE_Acres_Burned,4,1.8169898986816406,43
94,FIRE_Acres_Burned,4,2.2900447845458984,44
95,FIRE_Acres_Burned,4,2.4561948776245117,45
96,FIRE_Acres_Burned,4,2.3352513313293457,46
97,FIRE_Acres_Burned,4,1.7688931226730347,47
98,FIRE_Acres_Burned,4,2.2259130477905273,48
99,FIRE_Acres_Burned,4,2.1705269813537598,49
100,FIRE_Acres_Burned,8,1.5757107734680176,0
101,FIRE_Acres_Burned,8,1.6495822668075562,1
102,FIRE_Acres_Burned,8,1.5326921939849854,2
103,FIRE_Acres_Burned,8,1.6137635707855225,3
104,FIRE_Acres_Burned,8,1.7093708515167236,4
105,FIRE_Acres_Burned,8,1.5609197616577148,5
106,FIRE_Acres_Burned,8,1.647687315940857,6
107,FIRE_Acres_Burned,8,1.6189804077148438,7
108,FIRE_Acres_Burned,8,1.573825716972351,8
109,FIRE_Acres_Burned,8,1.6223039627075195,9
110,FIRE_Acres_Burned,8,1.5128341913223267,10
111,FIRE_Acres_Burned,8,1.9022921323776245,11
112,FIRE_Acres_Burned,8,1.8302209377288818,12
113,FIRE_Acres_Burned,8,1.5174700021743774,13
114,FIRE_Acres_Burned,8,1.371783971786499,14
115,FIRE_Acres_Burned,8,1.6436220407485962,15
116,FIRE_Acres_Burned,8,1.4696449041366577,16
117,FIRE_Acres_Burned,8,1.6015654802322388,17
118,FIRE_Acres_Burned,8,1.553400993347168,18
119,FIRE_Acres_Burned,8,1.647547960281372,19
120,FIRE_Acres_Burned,8,1.6373900175094604,20
121,FIRE_Acres_Burned,8,1.6188377141952515,21
122,FIRE_Acres_Burned,8,1.6308623552322388,22
123,FIRE_Acres_Burned,8,1.5462969541549683,23
124,FIRE_Acres_Burned,8,1.6156373023986816,24
125,FIRE_Acres_Burned,8,1.440492868423462,25
126,FIRE_Acres_Burned,8,1.5558358430862427,26
127,FIRE_Acres_Burned,8,1.3156790733337402,27
128,FIRE_Acres_Burned,8,1.6239176988601685,28
129,FIRE_Acres_Burned,8,1.6023461818695068,29
130,FIRE_Acres_Burned,8,1.5725754499435425,30
131,FIRE_Acres_Burned,8,1.6487337350845337,31
132,FIRE_Acres_Burned,8,1.6570075750350952,32
133,FIRE_Acres_Burned,8,1.376024603843689,33
134,FIRE_Acres_Burned,8,1.5565184354782104,34
135,FIRE_Acres_Burned,8,1.4997389316558838,35
136,FIRE_Acres_Burned,8,1.689296007156372,36
137,FIRE_Acres_Burned,8,1.6471548080444336,37
138,FIRE_Acres_Burned,8,1.5852904319763184,38
139,FIRE_Acres_Burned,8,1.598158836364746,39
140,FIRE_Acres_Burned,8,1.6474831104278564,40
141,FIRE_Acres_Burned,8,1.5280953645706177,41
142,FIRE_Acres_Burned,8,1.5837512016296387,42
143,FIRE_Acres_Burned,8,1.5102194547653198,43
144,FIRE_Acres_Burned,8,1.4761682748794556,44
145,FIRE_Acres_Burned,8,1.6565953493118286,45
146,FIRE_Acres_Burned,8,1.6443045139312744,46
147,FIRE_Acres_Burned,8,1.5496197938919067,47
148,FIRE_Acres_Burned,8,1.56847083568573,48
149,FIRE_Acres_Burned,8,1.6119537353515625,49
150,FIRE_Acres_Burned,12,1.1534364223480225,0
151,FIRE_Acres_Burned,12,1.4578551054000854,1
152,FIRE_Acres_Burned,12,1.3388731479644775,2
153,FIRE_Acres_Burned,12,1.2689998149871826,3
154,FIRE_Acres_Burned,12,1.5409144163131714,4
155,FIRE_Acres_Burned,12,1.2425955533981323,5
156,FIRE_Acres_Burned,12,1.3309059143066406,6
157,FIRE_Acres_Burned,12,1.3752306699752808,7
158,FIRE_Acres_Burned,12,1.794654369354248,8
159,FIRE_Acres_Burned,12,1.630242943763733,9
160,FIRE_Acres_Burned,12,1.6640669107437134,10
161,FIRE_Acres_Burned,12,1.4217609167099,11
162,FIRE_Acres_Burned,12,1.5216245651245117,12
163,FIRE_Acres_Burned,12,1.580332636833191,13
164,FIRE_Acres_Burned,12,1.4792060852050781,14
165,FIRE_Acres_Burned,12,1.4228124618530273,15
166,FIRE_Acres_Burned,12,1.2210370302200317,16
167,FIRE_Acres_Burned,12,1.46112859249115,17
168,FIRE_Acres_Burned,12,1.4614043235778809,18
169,FIRE_Acres_Burned,12,1.2244890928268433,19
170,FIRE_Acres_Burned,12,1.2258046865463257,20
171,FIRE_Acres_Burned,12,1.372096300125122,21
172,FIRE_Acres_Burned,12,1.538578748703003,22
173,FIRE_Acres_Burned,12,1.2947721481323242,23
174,FIRE_Acres_Burned,12,1.2779937982559204,24
175,FIRE_Acres_Burned,12,1.5785053968429565,25
176,FIRE_Acres_Burned,12,1.638542652130127,26
177,FIRE_Acres_Burned,12,1.2754123210906982,27
178,FIRE_Acres_Burned,12,1.6328333616256714,28
179,FIRE_Acres_Burned,12,1.7181602716445923,29
180,FIRE_Acres_Burned,12,1.6408863067626953,30
181,FIRE_Acres_Burned,12,1.6604266166687012,31
182,FIRE_Acres_Burned,12,1.3994706869125366,32
183,FIRE_Acres_Burned,12,1.294219732284546,33
184,FIRE_Acres_Burned,12,1.5551221370697021,34
185,FIRE_Acres_Burned,12,1.3054112195968628,35
186,FIRE_Acres_Burned,12,1.5965653657913208,36
187,FIRE_Acres_Burned,12,1.4339653253555298,37
188,FIRE_Acres_Burned,12,1.4395142793655396,38
189,FIRE_Acres_Burned,12,1.4111101627349854,39
190,FIRE_Acres_Burned,12,1.2546507120132446,40
191,FIRE_Acres_Burned,12,1.1810932159423828,41
192,FIRE_Acres_Burned,12,1.3218568563461304,42
193,FIRE_Acres_Burned,12,1.1706774234771729,43
194,FIRE_Acres_Burned,12,1.6822357177734375,44
195,FIRE_Acres_Burned,12,1.5603110790252686,45
196,FIRE_Acres_Burned,12,1.294780969619751,46
197,FIRE_Acres_Burned,12,1.3605581521987915,47
198,FIRE_Acres_Burned,12,1.4191213846206665,48
199,FIRE_Acres_Burned,12,1.345285177230835,49
200,PRECIP,1,2.7589683532714844,0
201,PRECIP,1,2.7561655044555664,1
202,PRECIP,1,2.75717830657959,2
203,PRECIP,1,2.7686541080474854,3
204,PRECIP,1,2.7933764457702637,4
205,PRECIP,1,2.7664101123809814,5
206,PRECIP,1,2.764512777328491,6
207,PRECIP,1,2.7378456592559814,7
208,PRECIP,1,2.7367985248565674,8
209,PRECIP,1,2.749173641204834,9
210,PRECIP,1,2.76271653175354,10
211,PRECIP,1,2.7537920475006104,11
212,PRECIP,1,2.808367967605591,12
213,PRECIP,1,2.7687370777130127,13
214,PRECIP,1,2.7763426303863525,14
215,PRECIP,1,2.770656108856201,15
216,PRECIP,1,2.7642838954925537,16
217,PRECIP,1,2.7532474994659424,17
218,PRECIP,1,2.7750508785247803,18
219,PRECIP,1,2.766507863998413,19
220,PRECIP,1,2.7810661792755127,20
221,PRECIP,1,2.725722312927246,21
222,PRECIP,1,2.7304890155792236,22
223,PRECIP,1,2.721806049346924,23
224,PRECIP,1,2.7477781772613525,24
225,PRECIP,1,2.7389698028564453,25
226,PRECIP,1,2.8306021690368652,26
227,PRECIP,1,2.7480599880218506,27
228,PRECIP,1,2.7598676681518555,28
229,PRECIP,1,2.7947566509246826,29
230,PRECIP,1,2.7837421894073486,30
231,PRECIP,1,2.747609853744507,31
232,PRECIP,1,2.7498271465301514,32
233,PRECIP,1,2.727097988128662,33
234,PRECIP,1,2.741746664047241,34
235,PRECIP,1,2.781038999557495,35
236,PRECIP,1,2.7882564067840576,36
237,PRECIP,1,2.8090550899505615,37
238,PRECIP,1,2.7642853260040283,38
239,PRECIP,1,2.754218339920044,39
240,PRECIP,1,2.750810384750366,40
241,PRECIP,1,2.7822763919830322,41
242,PRECIP,1,2.799346446990967,42
243,PRECIP,1,2.7627086639404297,43
244,PRECIP,1,2.722531795501709,44
245,PRECIP,1,2.773979663848877,45
246,PRECIP,1,2.730865716934204,46
247,PRECIP,1,2.747575044631958,47
248,PRECIP,1,2.77377986907959,48
249,PRECIP,1,2.7919058799743652,49
250,PRECIP,4,2.9281303882598877,0
251,PRECIP,4,2.7109344005584717,1
252,PRECIP,4,3.113382577896118,2
253,PRECIP,4,2.7870829105377197,3
254,PRECIP,4,2.6623969078063965,4
255,PRECIP,4,2.717637538909912,5
256,PRECIP,4,2.7540454864501953,6
257,PRECIP,4,2.826382637023926,7
258,PRECIP,4,2.893261194229126,8
259,PRECIP,4,2.6197879314422607,9
260,PRECIP,4,2.5262186527252197,10
261,PRECIP,4,2.512603759765625,11
262,PRECIP,4,2.54986834526062,12
263,PRECIP,4,2.5576517581939697,13
264,PRECIP,4,2.586670398712158,14
265,PRECIP,4,2.721895933151245,15
266,PRECIP,4,2.7032268047332764,16
267,PRECIP,4,2.921534299850464,17
268,PRECIP,4,2.9073634147644043,18
269,PRECIP,4,2.7451043128967285,19
270,PRECIP,4,2.6787703037261963,20
271,PRECIP,4,2.604398012161255,21
272,PRECIP,4,2.8282251358032227,22
273,PRECIP,4,3.095897912979126,23
274,PRECIP,4,2.6871604919433594,24
275,PRECIP,4,3.0001211166381836,25
276,PRECIP,4,2.772273540496826,26
277,PRECIP,4,3.029240608215332,27
278,PRECIP,4,3.015726089477539,28
279,PRECIP,4,2.5077965259552,29
280,PRECIP,4,2.821593999862671,30
281,PRECIP,4,2.5801124572753906,31
282,PRECIP,4,2.7131145000457764,32
283,PRECIP,4,2.7738137245178223,33
284,PRECIP,4,3.066727876663208,34
285,PRECIP,4,2.4150846004486084,35
286,PRECIP,4,2.8367815017700195,36
287,PRECIP,4,2.977046251296997,37
288,PRECIP,4,3.0950381755828857,38
289,PRECIP,4,2.693998098373413,39
290,PRECIP,4,2.720296621322632,40
291,PRECIP,4,2.9023349285125732,41
292,PRECIP,4,2.754883050918579,42
293,PRECIP,4,2.9239883422851562,43
294,PRECIP,4,2.5464534759521484,44
295,PRECIP,4,3.1797068119049072,45
296,PRECIP,4,2.6671230792999268,46
297,PRECIP,4,2.319309711456299,47
298,PRECIP,4,2.7450661659240723,48
299,PRECIP,4,2.81331729888916,49
300,PRECIP,8,2.0733237266540527,0
301,PRECIP,8,2.3857829570770264,1
302,PRECIP,8,1.640945553779602,2
303,PRECIP,8,3.393139123916626,3
304,PRECIP,8,2.876631498336792,4
305,PRECIP,8,1.9531114101409912,5
306,PRECIP,8,2.36794376373291,6
307,PRECIP,8,3.8100740909576416,7
308,PRECIP,8,2.8791918754577637,8
309,PRECIP,8,3.0971240997314453,9
310,PRECIP,8,2.2267189025878906,10
311,PRECIP,8,2.1735734939575195,11
312,PRECIP,8,3.154409885406494,12
313,PRECIP,8,2.1770918369293213,13
314,PRECIP,8,2.4135375022888184,14
315,PRECIP,8,1.7166451215744019,15
316,PRECIP,8,3.0695137977600098,16
317,PRECIP,8,2.6467623710632324,17
318,PRECIP,8,2.664593458175659,18
319,PRECIP,8,1.913687825202942,19
320,PRECIP,8,3.745651960372925,20
321,PRECIP,8,2.823493003845215,21
322,PRECIP,8,2.6512796878814697,22
323,PRECIP,8,1.9359527826309204,23
324,PRECIP,8,2.5233330726623535,24
325,PRECIP,8,3.9281182289123535,25
326,PRECIP,8,3.7930893898010254,26
327,PRECIP,8,2.2180213928222656,27
328,PRECIP,8,3.0931286811828613,28
329,PRECIP,8,2.2829854488372803,29
330,PRECIP,8,3.284766674041748,30
331,PRECIP,8,3.2552099227905273,31
332,PRECIP,8,3.006253480911255,32
333,PRECIP,8,3.4927029609680176,33
334,PRECIP,8,2.8534109592437744,34
335,PRECIP,8,2.324791669845581,35
336,PRECIP,8,3.38828706741333,36
337,PRECIP,8,3.0226235389709473,37
338,PRECIP,8,2.6370480060577393,38
339,PRECIP,8,3.2439966201782227,39
340,PRECIP,8,3.454249858856201,40
341,PRECIP,8,2.2259809970855713,41
342,PRECIP,8,2.1226112842559814,42
343,PRECIP,8,2.4550576210021973,43
344,PRECIP,8,1.9151170253753662,44
345,PRECIP,8,1.5180906057357788,45
346,PRECIP,8,2.2565643787384033,46
347,PRECIP,8,2.226297616958618,47
348,PRECIP,8,3.1972081661224365,48
349,PRECIP,8,2.7987277507781982,49
350,PRECIP,12,1.0593875646591187,0
351,PRECIP,12,1.0196058750152588,1
352,PRECIP,12,1.1656817197799683,2
353,PRECIP,12,1.3232381343841553,3
354,PRECIP,12,1.0965325832366943,4
355,PRECIP,12,1.1253783702850342,5
356,PRECIP,12,0.9743329286575317,6
357,PRECIP,12,1.3025320768356323,7
358,PRECIP,12,1.0570045709609985,8
359,PRECIP,12,1.0345174074172974,9
360,PRECIP,12,1.2481752634048462,10
361,PRECIP,12,1.0596508979797363,11
362,PRECIP,12,1.3376550674438477,12
363,PRECIP,12,1.3428645133972168,13
364,PRECIP,12,1.7327253818511963,14
365,PRECIP,12,1.2448995113372803,15
366,PRECIP,12,1.4967509508132935,16
367,PRECIP,12,1.2659498453140259,17
368,PRECIP,12,1.1193970441818237,18
369,PRECIP,12,1.3130042552947998,19
370,PRECIP,12,0.9378523230552673,20
371,PRECIP,12,1.2425299882888794,21
372,PRECIP,12,1.2752370834350586,22
373,PRECIP,12,1.1429940462112427,23
374,PRECIP,12,1.0986117124557495,24
375,PRECIP,12,1.3980164527893066,25
376,PRECIP,12,1.2225775718688965,26
377,PRECIP,12,1.1583974361419678,27
378,PRECIP,12,1.1749285459518433,28
379,PRECIP,12,1.0535866022109985,29
380,PRECIP,12,1.3762849569320679,30
381,PRECIP,12,1.151485800743103,31
382,PRECIP,12,1.1138662099838257,32
383,PRECIP,12,1.241059422492981,33
384,PRECIP,12,1.1733404397964478,34
385,PRECIP,12,1.1126333475112915,35
386,PRECIP,12,1.4731615781784058,36
387,PRECIP,12,1.0521854162216187,37
388,PRECIP,12,1.4324842691421509,38
389,PRECIP,12,1.1634091138839722,39
390,PRECIP,12,0.9412848949432373,40
391,PRECIP,12,1.7764356136322021,41
392,PRECIP,12,1.3815110921859741,42
393,PRECIP,12,1.024364948272705,43
394,PRECIP,12,1.057867169380188,44
395,PRECIP,12,1.1698651313781738,45
396,PRECIP,12,1.3036693334579468,46
397,PRECIP,12,1.2378203868865967,47
398,PRECIP,12,1.0501950979232788,48
399,PRECIP,12,1.3265297412872314,49
400,WIND_EventCount,1,2.840498447418213,0
401,WIND_EventCount,1,2.86739182472229,1
402,WIND_EventCount,1,2.857128143310547,2
403,WIND_EventCount,1,2.8989620208740234,3
404,WIND_EventCount,1,2.9005286693573,4
405,WIND_EventCount,1,2.8503451347351074,5
406,WIND_EventCount,1,2.872459650039673,6
407,WIND_EventCount,1,2.838148593902588,7
408,WIND_EventCount,1,2.883030891418457,8
409,WIND_EventCount,1,2.8709280490875244,9
410,WIND_EventCount,1,2.873730182647705,10
411,WIND_EventCount,1,2.8644914627075195,11
412,WIND_EventCount,1,2.8900833129882812,12
413,WIND_EventCount,1,2.8148317337036133,13
414,WIND_EventCount,1,2.888528823852539,14
415,WIND_EventCount,1,2.8770031929016113,15
416,WIND_EventCount,1,2.862246513366699,16
417,WIND_EventCount,1,2.8774702548980713,17
418,WIND_EventCount,1,2.8817498683929443,18
419,WIND_EventCount,1,2.8682632446289062,19
420,WIND_EventCount,1,2.9062156677246094,20
421,WIND_EventCount,1,2.8692073822021484,21
422,WIND_EventCount,1,2.860952138900757,22
423,WIND_EventCount,1,2.8646292686462402,23
424,WIND_EventCount,1,2.8756725788116455,24
425,WIND_EventCount,1,2.863102436065674,25
426,WIND_EventCount,1,2.89058780670166,26
427,WIND_EventCount,1,2.8920698165893555,27
428,WIND_EventCount,1,2.866767644882202,28
429,WIND_EventCount,1,2.9294652938842773,29
430,WIND_EventCount,1,2.8932044506073,30
431,WIND_EventCount,1,2.8597490787506104,31
432,WIND_EventCount,1,2.8924570083618164,32
433,WIND_EventCount,1,2.875365972518921,33
434,WIND_EventCount,1,2.8076751232147217,34
435,WIND_EventCount,1,2.8608994483947754,35
436,WIND_EventCount,1,2.8774776458740234,36
437,WIND_EventCount,1,2.839493751525879,37
438,WIND_EventCount,1,2.8334097862243652,38
439,WIND_EventCount,1,2.902055263519287,39
440,WIND_EventCount,1,2.8920819759368896,40
441,WIND_EventCount,1,2.8688011169433594,41
442,WIND_EventCount,1,2.908540725708008,42
443,WIND_EventCount,1,2.8715827465057373,43
444,WIND_EventCount,1,2.819606304168701,44
445,WIND_EventCount,1,2.7895538806915283,45
446,WIND_EventCount,1,2.8877334594726562,46
447,WIND_EventCount,1,2.86169695854187,47
448,WIND_EventCount,1,2.9045214653015137,48
449,WIND_EventCount,1,2.8764214515686035,49
450,WIND_EventCount,4,2.757098913192749,0
451,WIND_EventCount,4,2.839991569519043,1
452,WIND_EventCount,4,2.5895299911499023,2
453,WIND_EventCount,4,2.86246919631958,3
454,WIND_EventCount,4,2.8822309970855713,4
455,WIND_EventCount,4,2.835103988647461,5
456,WIND_EventCount,4,2.7702977657318115,6
457,WIND_EventCount,4,2.783808946609497,7
458,WIND_EventCount,4,2.713392972946167,8
459,WIND_EventCount,4,2.827336549758911,9
460,WIND_EventCount,4,2.864089250564575,10
461,WIND_EventCount,4,2.8229217529296875,11
462,WIND_EventCount,4,2.8559136390686035,12
463,WIND_EventCount,4,2.8607287406921387,13
464,WIND_EventCount,4,2.737410306930542,14
465,WIND_EventCount,4,2.6518337726593018,15
466,WIND_EventCount,4,2.756333112716675,16
467,WIND_EventCount,4,2.630648136138916,17
468,WIND_EventCount,4,2.887246608734131,18
469,WIND_EventCount,4,2.77821683883667,19
470,WIND_EventCount,4,2.63250994682312,20
471,WIND_EventCount,4,2.8506088256835938,21
472,WIND_EventCount,4,2.8464181423187256,22
473,WIND_EventCount,4,2.88996958732605,23
474,WIND_EventCount,4,2.7103278636932373,24
475,WIND_EventCount,4,2.777837038040161,25
476,WIND_EventCount,4,2.6640610694885254,26
477,WIND_EventCount,4,2.6953999996185303,27
478,WIND_EventCount,4,2.76066517829895,28
479,WIND_EventCount,4,2.78501296043396,29
480,WIND_EventCount,4,2.9049956798553467,30
481,WIND_EventCount,4,2.8437716960906982,31
482,WIND_EventCount,4,2.88973069190979,32
483,WIND_EventCount,4,2.8607547283172607,33
484,WIND_EventCount,4,2.8704545497894287,34
485,WIND_EventCount,4,2.876610517501831,35
486,WIND_EventCount,4,2.7608606815338135,36
487,WIND_EventCount,4,2.631492853164673,37
488,WIND_EventCount,4,2.8384320735931396,38
489,WIND_EventCount,4,2.653334140777588,39
490,WIND_EventCount,4,2.6884002685546875,40
491,WIND_EventCount,4,2.859236001968384,41
492,WIND_EventCount,4,2.5219669342041016,42
493,WIND_EventCount,4,2.672424554824829,43
494,WIND_EventCount,4,2.7375597953796387,44
495,WIND_EventCount,4,2.7676968574523926,45
496,WIND_EventCount,4,2.8177268505096436,46
497,WIND_EventCount,4,2.8333449363708496,47
498,WIND_EventCount,4,2.901474952697754,48
499,WIND_EventCount,4,2.983560562133789,49
500,WIND_EventCount,8,2.945221424102783,0
501,WIND_EventCount,8,3.3800556659698486,1
502,WIND_EventCount,8,3.204202175140381,2
503,WIND_EventCount,8,3.0247888565063477,3
504,WIND_EventCount,8,3.1489856243133545,4
505,WIND_EventCount,8,2.8194990158081055,5
506,WIND_EventCount,8,2.9246344566345215,6
507,WIND_EventCount,8,3.7398035526275635,7
508,WIND_EventCount,8,3.5413129329681396,8
509,WIND_EventCount,8,3.3296589851379395,9
510,WIND_EventCount,8,3.182527780532837,10
511,WIND_EventCount,8,3.7097277641296387,11
512,WIND_EventCount,8,3.014259099960327,12
513,WIND_EventCount,8,3.616795301437378,13
514,WIND_EventCount,8,2.9498672485351562,14
515,WIND_EventCount,8,3.271623134613037,15
516,WIND_EventCount,8,3.6338939666748047,16
